local_name,english_name,property_type,is_local,language,script,wp_code
सूरज हुआ मद्धम,Kabhi Khushi Kabhie Gham,movie,True,Hindi,Deva,hi
A kockavetők,The Dice Throwers,books,True,Hungarian,Latn,hu
Harry Potter,Harry Potter,books,False,Hungarian,Latn,hu
Sorozatgyilkosok,Mindhunter,tv shows,False,Hungarian,Latn,hu
A keresztapa,The Godfather,movies,False,Hungarian,Latn,hu
Witcher,Witcher,video games,False,Hungarian,Latn,hu
Hetedik,Se7en,movies,False,Hungarian,Latn,hu
Crash Bandicoot,Crash Bandicoot,video games,False,Hungarian,Latn,hu
Csillagok háborúja,Star Wars,movies,False,Hungarian,Latn,hu
Hetedik mennyország,The Seventh Heaven,books,True,Hungarian,Latn,hu
A tűz és jég dala,Game of Thrones,tv shows,False,Hungarian,Latn,hu
Szuperhősök,Superheroes,books,True,Hungarian,Latn,hu
Bolygó neve: Halál,Planet of Death,movies,False,Hungarian,Latn,hu
Hét mágus,Seven Magicians,books,True,Hungarian,Latn,hu
Az elveszett birodalom,The Lost Empire,movies,False,Hungarian,Latn,hu
Varázslók,Wizards,books,True,Hungarian,Latn,hu
Harcosok klubja,Fight Club,movies,False,Hungarian,Latn,hu
Triatlon hősök,Triathlon Heroes,tv shows,True,Hungarian,Latn,hu
Szerelem a köd alatt,Love in the Mist,books,True,Hungarian,Latn,hu
A hármas szövetség,The Triple Alliance,movies,True,Hungarian,Latn,hu
Hetedik pecsét,The Seventh Seal,movies,False,Hungarian,Latn,hu
Ljós í mörkri,Lights Out,movies,False,Icelandic,Latn,is
Eplijið,The Big Apple,books,False,Icelandic,Latn,is
Hald Íhugunni,Inception,movies,False,Icelandic,Latn,is
Milljón dala maður,The Million Dollar Man,tv shows,False,Icelandic,Latn,is
Eldur og Ís,Fire and Ice,books,True,Icelandic,Latn,is
Gullin þristur,Goldeneye,video games,False,Icelandic,Latn,is
Harry Potter,Harry Potter,books,False,Icelandic,Latn,is
Brottinn broddur,The Lord of the Rings,books,False,Icelandic,Latn,is
Óðinn,Thor,movies,False,Icelandic,Latn,is
Trónnspilari,Game of Thrones,tv shows,False,Icelandic,Latn,is
Málmhestur,Iron Man,movies,False,Icelandic,Latn,is
Bítlar,The Beatles,music,False,Icelandic,Latn,is
Milli jörðu og himins,Interstellar,movies,False,Icelandic,Latn,is
Stríðshjarta,Call of Duty,video games,False,Icelandic,Latn,is
Trúarlíf,Buffy the Vampire Slayer,tv shows,False,Icelandic,Latn,is
Diablo,Diablo,video games,False,Icelandic,Latn,is
Faldur,The X-Files,tv shows,False,Icelandic,Latn,is
Sagan um konung,The Chronicles of Narnia,books,False,Icelandic,Latn,is
Leiðin götunnar,The Walking Dead,tv shows,False,Icelandic,Latn,is
Njála,Njáls Saga,books,True,Icelandic,Latn,is
Nollywood,Nollywood,film industry,True,Igbo,Latn,ig
Sugar Rush,Sugar Rush,movie,True,Igbo,Latn,ig
Pokémon,Pokémon,tv show,False,Igbo,Latn,ig
The Chronicles of Narnia,The Chronicles of Narnia,book,False,Igbo,Latn,ig
Spider-Man,Spider-Man,comic,False,Igbo,Latn,ig
Wakanda,Wakanda,fictional place,False,Igbo,Latn,ig
Lara and the Beat,Lara and the Beat,movie,True,Igbo,Latn,ig
FIFA,FIFA,video game,False,Igbo,Latn,ig
Nigerian Idol,Nigerian Idol,tv show,True,Igbo,Latn,ig
The Lion King,The Lion King,movie,False,Igbo,Latn,ig
Game of Thrones,Game of Thrones,tv show,False,Igbo,Latn,ig
One Piece,One Piece,manga,False,Igbo,Latn,ig
Half of a Yellow Sun,Half of a Yellow Sun,book,True,Igbo,Latn,ig
Nnenna and Friends,Nnenna and Friends,tv show,True,Igbo,Latn,ig
The Hunger Games,The Hunger Games,book,False,Igbo,Latn,ig
Black Panther,Black Panther,movie,False,Igbo,Latn,ig
Chinua Achebe’s Things Fall Apart,Things Fall Apart,book,True,Igbo,Latn,ig
Supa Strikas,Supa Strikas,comic,True,Igbo,Latn,ig
The Witcher,The Witcher,video game,False,Igbo,Latn,ig
Harry Potter,Harry Potter,book,False,Igbo,Latn,ig
Gita Gutawa,Gita Gutawa,music,True,Indonesian,Latn,id
Dilan 1990,Dilan 1990,movies,True,Indonesian,Latn,id
Mulan,Mulan,movies,False,Indonesian,Latn,id
Stranger Things,Stranger Things,tv shows,False,Indonesian,Latn,id
Upin & Ipin,Upin & Ipin,tv shows,True,Indonesian,Latn,id
Mobile Legends,Mobile Legends,video games,False,Indonesian,Latn,id
Tetris,Tetris,video games,False,Indonesian,Latn,id
Naruto,Naruto,tv shows,False,Indonesian,Latn,id
The Lord of the Rings,The Lord of the Rings,books,False,Indonesian,Latn,id
Wayang Kulit,Wayang Kulit,performing arts,True,Indonesian,Latn,id
Marvel Cinematic Universe,Marvel Cinematic Universe,movies,False,Indonesian,Latn,id
Doraemon,Doraemon,tv shows,True,Indonesian,Latn,id
Supernatural,Supernatural,tv shows,False,Indonesian,Latn,id
The Hunger Games,The Hunger Games,books,False,Indonesian,Latn,id
Game of Thrones,Game of Thrones,tv shows,False,Indonesian,Latn,id
Harry Potter,Harry Potter,books,False,Indonesian,Latn,id
SpongeBob SquarePants,SpongeBob SquarePants,tv shows,False,Indonesian,Latn,id
Pramoedya Ananta Toer,Pramoedya Ananta Toer,books,True,Indonesian,Latn,id
Gundam,Gundam,tv shows,False,Indonesian,Latn,id
Gundala,Gundala,movies,True,Indonesian,Latn,id
Cluiche Thréabhach,Call of Duty,video game,False,Irish,Latn,ga
Sióga Síocha,Peaceful Fairies,book,True,Irish,Latn,ga
Teilifís na Nollag,Christmas TV,tv show,True,Irish,Latn,ga
An Seanchill,The Old Church,book,False,Irish,Latn,ga
Sealgairí na Rúise,The Russian Dolls,tv show,False,Irish,Latn,ga
Meas na Múrphys,House of Cards,tv show,False,Irish,Latn,ga
Harry Potter,Harry Potter,book,False,Irish,Latn,ga
Game of Thrones,Game of Thrones,tv show,False,Irish,Latn,ga
Penny Dreadful,Penny Dreadful,tv show,False,Irish,Latn,ga
The Hunger Games,The Hunger Games,book,False,Irish,Latn,ga
The Lord of the Rings,The Lord of the Rings,movie,False,Irish,Latn,ga
An Gadaí Glas,The Green Mile,movie,False,Irish,Latn,ga
The Witcher,The Witcher,video game,False,Irish,Latn,ga
Fíor Scéalta Grimm,Grimm Fairytales,book,False,Irish,Latn,ga
Cluichí Réalta Ghéara,Mass Effect,video game,False,Irish,Latn,ga
Liú A Dhéinir,The Avengers,movie,False,Irish,Latn,ga
An Caipín Draíochta,The Sorcerer's Stone,book,False,Irish,Latn,ga
Trathnóna Stróine,Dumb and Dumber,movie,False,Irish,Latn,ga
Teanxpár,Gameboy,video game,False,Irish,Latn,ga
Cáca Milis,Candy Crush,video game,False,Irish,Latn,ga
The Young Pope,The Young Pope,tv shows,True,Italian,Latn,it
Tomb Raider,Tomb Raider,video games,False,Italian,Latn,it
Miracle in Milan,Miracle in Milan,movies,True,Italian,Latn,it
La Piovra,The Octopus,tv shows,True,Italian,Latn,it
Don Camillo e Peppone,Don Camillo and Peppone,movies,True,Italian,Latn,it
L'uomo che verrà,The Man Who Will Come,movies,True,Italian,Latn,it
The Sopranos,The Sopranos,tv shows,False,Italian,Latn,it
Assassin's Creed,Assassin's Creed,video games,False,Italian,Latn,it
The Godfather,The Godfather,movies,False,Italian,Latn,it
Mario Bros,Mario Bros,video games,True,Italian,Latn,it
La Meglio Gioventù,The Best of Youth,movies,True,Italian,Latn,it
La Casa de Papel,Money Heist,tv shows,False,Italian,Latn,it
Gomorra,Gomorrah,tv shows,True,Italian,Latn,it
Breaking Bad,Breaking Bad,tv shows,False,Italian,Latn,it
Il Signore degli Anelli,The Lord of the Rings,books,False,Italian,Latn,it
Harry Potter,Harry Potter,books,False,Italian,Latn,it
Devil May Cry,Devil May Cry,video games,False,Italian,Latn,it
Super Mario Bros,Super Mario Bros,video games,True,Italian,Latn,it
La Mafia Uccide Solo D'Estate,The Mafia Only Kills in the Summer,tv shows,True,Italian,Latn,it
Uncharted,Uncharted,video games,False,Italian,Latn,it
ファイナルファンタジー,Final Fantasy,video games,False,Japanese,Jpan,ja
ワンピース,One Piece,manga,True,Japanese,Jpan,ja
新世紀エヴァンゲリオン,Neon Genesis Evangelion,anime,True,Japanese,Jpan,ja
ポケットモンスター,Pokémon,video games,True,Japanese,Jpan,ja
スター・ウォーズ,Star Wars,movies,False,Japanese,Jpan,ja
名探偵コナン,Detective Conan,anime,True,Japanese,Jpan,ja
キングダム ハーツ,Kingdom Hearts,video games,False,Japanese,Jpan,ja
ドラゴンボール,Dragon Ball,tv shows,True,Japanese,Jpan,ja
ハリー・ポッター,Harry Potter,books,False,Japanese,Jpan,ja
ドラえもん,Doraemon,anime,True,Japanese,Jpan,ja
ファイナルファンタジー,Final Fantasy,video games,True,Japanese,Jpan,ja
カウボーイビバップ,Cowboy Bebop,anime,True,Japanese,Jpan,ja
幽☆遊☆白書,Yu Yu Hakusho,anime,True,Japanese,Jpan,ja
ハンガー・ゲーム,The Hunger Games,books,False,Japanese,Jpan,ja
ルパン三世,Lupin the Third,anime,True,Japanese,Jpan,ja
バイオハザード,Resident Evil,video games,False,Japanese,Jpan,ja
マイ・ヒーローアカデミア,My Hero Academia,anime,True,Japanese,Jpan,ja
鬼滅の刃,Demon Slayer,manga,True,Japanese,Jpan,ja
ロード・オブ・ザ・リング,The Lord of the Rings,books,False,Japanese,Jpan,ja
モンスターハンター,Monster Hunter,video games,True,Japanese,Jpan,ja
Dota 2,Dota 2,video games,False,Javanese,Latn,jv
Game of Thrones,Game of Thrones,tv shows,False,Javanese,Latn,jv
Frozen,Frozen,movies,False,Javanese,Latn,jv
Tin Tin,Tin Tin,books,False,Javanese,Latn,jv
Clash of Clans,Clash of Clans,video games,False,Javanese,Latn,jv
Naruto,Naruto,tv shows,False,Javanese,Latn,jv
Harry Potter,Harry Potter,books,False,Javanese,Latn,jv
Doraemon,Doraemon,tv shows,True,Javanese,Latn,jv
The Hunger Games,The Hunger Games,books,False,Javanese,Latn,jv
Gundam,Gundam,tv shows,False,Javanese,Latn,jv
Geronimo Stilton,Geronimo Stilton,books,False,Javanese,Latn,jv
Mulan,Mulan,movies,False,Javanese,Latn,jv
Pokemon,Pokemon,tv shows,False,Javanese,Latn,jv
Spider-Man,Spider-Man,movies,False,Javanese,Latn,jv
Avengers,Avengers,movies,False,Javanese,Latn,jv
Mario Bros,Mario Bros,video games,False,Javanese,Latn,jv
Dora the Explorer,Dora the Explorer,tv shows,False,Javanese,Latn,jv
Aladdin,Aladdin,movies,False,Javanese,Latn,jv
Jaka Tarub,Jaka Tarub,books,True,Javanese,Latn,jv
Anpanman,Anpanman,tv shows,False,Javanese,Latn,jv
ಗೋರಾಕಾ ಡಾಡಾ,Gorakha Dada,book,True,Kannada,Knda,kn
ಸರ್ಕಾರ್,Sarkar,movie,True,Kannada,Knda,kn
ರಘುವಂಶ,Raghuvamsha,book,True,Kannada,Knda,kn
ಮಿಸ್ಟರ್ ಬಿನ್,Mister Bean,tv show,False,Kannada,Knda,kn
ದುರ್ಗಾ ಪೂಜಾ,Durga Puja,festival,True,Kannada,Knda,kn
ದ ಪ್ರಿಂಸೆಸ್ ಡೈರೀ,The Princess Diaries,book,False,Kannada,Knda,kn
ರಾಮಾಯಣ,Ramayana,tv show,True,Kannada,Knda,kn
ಮಹಾಭಾರತ,Mahabharata,tv show,True,Kannada,Knda,kn
ದೀಪವಾಲಿ,Diwali,festival,True,Kannada,Knda,kn
ಬಾಳೆವಾಡು,Baalveer,tv show,False,Kannada,Knda,kn
ಹರ್ಯಪೋಟರ್,Harry Potter,book,False,Kannada,Knda,kn
ಕ್ರೈಸ್ತ್ಮಸ್,Christmas,festival,False,Kannada,Knda,kn
ವಲ್ಲಮೀಕಿ ಮಹಾರಾಯಾಣ,Valmiki Ramayana,book,True,Kannada,Knda,kn
ಮಹಾನಟಿ,Mahanati,movie,True,Kannada,Knda,kn
ಲೋಕಿ,Loki,tv show,False,Kannada,Knda,kn
ಸೂಪರ್ ಮ್ಯಾನ್,Superman,movie,False,Kannada,Knda,kn
ಶ್ರೀಕೃಷ್ಣ,Shri Krishna,tv show,True,Kannada,Knda,kn
ಅಲೀಬಾಬಾ,Alibaba,book,False,Kannada,Knda,kn
ಟೋಂ ಅಲೆರ್,Tom and Jerry,tv show,False,Kannada,Knda,kn
ಬ್ಲೇಡ್ ರಣ್ನರ್,Blade Runner,movie,False,Kannada,Knda,kn
Қағыпты мақтылай,Mighty Power,tv show,True,Kazakh,Cyrl/Latn/Arab,kk
Қандай ачу. Бұл жады алып алмасыз,How to Open. You Can't Steal This Box,book,True,Kazakh,Cyrl/Latn/Arab,kk
Сонда белгілі емес білім,Then Certain Uncertain Knowledge,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қыз жігітқа қажы,Boy Meets Girl,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қоймалар,Birds,tv show,False,Kazakh,Cyrl/Latn/Arab,kk
Мафия,Mafia,video game,False,Kazakh,Cyrl/Latn/Arab,kk
Аралар,Friends,tv show,False,Kazakh,Cyrl/Latn/Arab,kk
Секретнайа служба,Secret Service,movie,False,Kazakh,Cyrl/Latn/Arab,kk
Сені жауға кетемін пенсионер,I Can't Wait to Retire,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қантар оқырай,Catch Me If You Can,movie,False,Kazakh,Cyrl/Latn/Arab,kk
Жарығым өзіммен орындайды,My Light Shines on Its Own,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қазыгер,The Witcher,tv show,False,Kazakh,Cyrl/Latn/Arab,kk
Әскери алоңда өлікшілер,Soldiers at the Military Base,book,True,Kazakh,Cyrl/Latn/Arab,kk
Детективтік қосымша,Detective Supplement,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қалам,Pen,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қоштаспайым,Don't Get Lost,book,True,Kazakh,Cyrl/Latn/Arab,kk
Қазбар,Legend,movie,False,Kazakh,Cyrl/Latn/Arab,kk
Қазылы,Blood,tv show,False,Kazakh,Cyrl/Latn/Arab,kk
Алтын арна,Golden Eagle,movie,True,Kazakh,Cyrl/Latn/Arab,kk
День бастаулен. Ұнайдың дауысы,The Day Begins. The Song of Waves,book,True,Kazakh,Cyrl/Latn/Arab,kk
ជម្រកដាវធ,Chamrokdavte,tv shows,True,Khmer,Khmr,km
ខ្លឹមភាពបាត់ដេត,Klompi Phatdet,tv shows,True,Khmer,Khmr,km
ពិធីភាពសាល្បៀ៏,Phipsaalbai,video games,True,Khmer,Khmr,km
តែពៃ,Tvek Pei,movies,True,Khmer,Khmr,km
ហ៊ុនវ៉ាន់​អាបតហួ,Batman,movies,False,Khmer,Khmr,km
មុខត្រូបល្ភ,Mokuthaborin,books,True,Khmer,Khmr,km
លើទាន​ឯណា,Harry Potter,books,False,Khmer,Khmr,km
វាងតាមលាំះ,The Hunger Games,books,False,Khmer,Khmr,km
បាឡែក​ពេៅទោខ,Pokémon,video games,False,Khmer,Khmr,km
សមស្របចេះសម្រាប់​ស៊ើបមនូ,The Lord of the Rings,books,False,Khmer,Khmr,km
ហ៊ុនវ៉ាន់​ហ៊ុនឧាល,Iron Man,movies,False,Khmer,Khmr,km
មុខជួផរ,Mokhchubpar,books,True,Khmer,Khmr,km
សិស្សស្បើយ​កាន់ណគ,SpongeBob SquarePants,tv shows,False,Khmer,Khmr,km
ទ្រព្យសម្បតព្រាអា,The Avengers,movies,False,Khmer,Khmr,km
បារ៉ាន,Barbie,movies,False,Khmer,Khmr,km
ស៊ើបអូនាហាយ,The Simpsons,tv shows,False,Khmer,Khmr,km
ការ​មើល​ហូលដម,The Walking Dead,tv shows,False,Khmer,Khmr,km
គ្រប់គ្រូខេមរភី​បន្ទា,The Return of the Condor Heroes,tv shows,True,Khmer,Khmr,km
ចំណងភាព​បាត់ដេត,Monkey Magic,tv shows,True,Khmer,Khmr,km
វិញ្ឆេីភ្លក,Wichai Likhon,books,True,Khmer,Khmr,km
천국의 계단,Stairway to Heaven,tv shows,True,Korean,Hang,ko
드라곤볼,Dragon Ball,tv shows,False,Korean,Hang,ko
그림자와 함께 사라지다,Vanishing Time: A Boy Who Returned,movies,True,Korean,Hang,ko
모비딕,Moby Dick,books,False,Korean,Hang,ko
아바타,Avatar: The Last Airbender,tv shows,False,Korean,Hang,ko
메리와 마녀의 꽃,Mary and The Witch's Flower,movies,True,Korean,Hang,ko
방탄소년단,BTS,music,True,Korean,Hang,ko
리그 오브 레전드,League of Legends,video games,False,Korean,Hang,ko
오 마이 비너스,Oh My Venus,tv shows,True,Korean,Hang,ko
태양의 후예,Descendants of the Sun,tv shows,True,Korean,Hang,ko
반도,Peninsula,movies,True,Korean,Hang,ko
싱크홀,Sinkhole,movies,True,Korean,Hang,ko
나루토,Naruto,tv shows,False,Korean,Hang,ko
왕좌의 게임,Game of Thrones,tv shows,False,Korean,Hang,ko
포켓몬스터,Pokémon,video games,False,Korean,Hang,ko
어벤져스,The Avengers,movies,False,Korean,Hang,ko
해리 포터,Harry Potter,books,False,Korean,Hang,ko
미스터 션샤인,Mr. Sunshine,tv shows,True,Korean,Hang,ko
도깨비,Goblin,tv shows,True,Korean,Hang,ko
숲속의 작은 집,Little Forest,movies,True,Korean,Hang,ko
دۆنیای ئافلاتوون,The Witcher,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
هه‌واڵ لە ده‌ره‌وه‌,Game of Thrones,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
بۆندی ده‌له‌وه‌ست,Harry Potter,books,False,Kurdish (Kurmanji),Latn/Arab,ku
کۆنه‌,The Lord of the Rings,books,False,Kurdish (Kurmanji),Latn/Arab,ku
ده‌ویژه‌ به‌رنامه,Friends,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
سوپی می,Super Mario,video game,False,Kurdish (Kurmanji),Latn/Arab,ku
پیره‌ستترین پێناچێک,Doctor Who,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
خۆشبه‌ت,The Simpsons,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
قه‌ناعج,Jurassic Park,movies,False,Kurdish (Kurmanji),Latn/Arab,ku
پێداچوانی هه‌ردم,"Bond, James Bond",movies,False,Kurdish (Kurmanji),Latn/Arab,ku
ئافاتی ومه‌ن,Avatar,movies,False,Kurdish (Kurmanji),Latn/Arab,ku
وه‌فایة,The Expanse,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
لاغوری ده‌ره‌وه‌,The Big Bang Theory,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
ده‌نگزی ڕێژەی خوێن,The Vampire Diaries,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
زانیاری ڪۆمپانیای وار,Warcraft,video game,False,Kurdish (Kurmanji),Latn/Arab,ku
فیلمی سی.ئی.ئن,Star Wars,movies,False,Kurdish (Kurmanji),Latn/Arab,ku
ده‌زگا,Die Hard,movies,False,Kurdish (Kurmanji),Latn/Arab,ku
هه‌مه‌و,Avatar: The Last Airbender,tv show,False,Kurdish (Kurmanji),Latn/Arab,ku
بازه‌,The Matrix,movies,False,Kurdish (Kurmanji),Latn/Arab,ku
ڪراڤتیت,Minecraft,video game,False,Kurdish (Kurmanji),Latn/Arab,ku
دەمەزراو,Transformer,movies,False,Kurdish (Sorani),Arab,ckb
بەپارێز,The Protector,tv shows,False,Kurdish (Sorani),Arab,ckb
سه‌رپۆله,The Originals,tv shows,False,Kurdish (Sorani),Arab,ckb
کاپتان زانبێر,Captain Sinbad,movies,False,Kurdish (Sorani),Arab,ckb
هاردو ڤار,Hard War,video games,False,Kurdish (Sorani),Arab,ckb
دارفورز,Daredevils,books,False,Kurdish (Sorani),Arab,ckb
گۆته‌مزیا,God of War,video games,False,Kurdish (Sorani),Arab,ckb
هه‌رگل,Harry Potter,books,False,Kurdish (Sorani),Arab,ckb
چاویش,The Witcher,tv shows,False,Kurdish (Sorani),Arab,ckb
بێژا,Pirates of the Caribbean,movies,False,Kurdish (Sorani),Arab,ckb
ئێرگه‌ن,Eragon,books,False,Kurdish (Sorani),Arab,ckb
سه‌خرله‌,Sekiro,video games,False,Kurdish (Sorani),Arab,ckb
دریمز,Dreams,video games,False,Kurdish (Sorani),Arab,ckb
هاوبه‌ش,Twilight,books,False,Kurdish (Sorani),Arab,ckb
چه‌رماشنبه,Sherlock,tv shows,False,Kurdish (Sorani),Arab,ckb
کارگێین هێلک,The Dark Knight,movies,False,Kurdish (Sorani),Arab,ckb
گۆته‌م,God of War,video games,False,Kurdish (Sorani),Arab,ckb
فرندز,Friends,tv shows,False,Kurdish (Sorani),Arab,ckb
هه‌ڵشیر,Hannibal,tv shows,False,Kurdish (Sorani),Arab,ckb
گیمینگ,Gaming,video games,False,Kurdish (Sorani),Arab,ckb
Миртл,Minecraft,video game,False,Kyrgyz,Cyrl,ky
Киллинг,The Killing,tv show,False,Kyrgyz,Cyrl,ky
Терезэ,Teresa,tv show,False,Kyrgyz,Cyrl,ky
Железный человек,Iron Man,movie,False,Kyrgyz,Cyrl,ky
Отваден-Астанда,The Simpsons,tv show,False,Kyrgyz,Cyrl,ky
Скайтрим,Skyrim,video game,False,Kyrgyz,Cyrl,ky
Моя левая нога,My Left Foot,movie,False,Kyrgyz,Cyrl,ky
Вселенная Хоуксов,Hawkworld,books,False,Kyrgyz,Cyrl,ky
Кадыркар жаткаркан,The Shawshank Redemption,movie,False,Kyrgyz,Cyrl,ky
Үй Пекинда,Home Alone,movie,False,Kyrgyz,Cyrl,ky
Менің Ақпан,My October,books,True,Kyrgyz,Cyrl,ky
Өзүм сүйдүм,Ozum Suym,tv show,True,Kyrgyz,Cyrl,ky
Жетекшине,Daredevil,tv show,False,Kyrgyz,Cyrl,ky
Пинпонг,Ping Pong,movie,False,Kyrgyz,Cyrl,ky
Урусең сапа,Rocky,movie,False,Kyrgyz,Cyrl,ky
Үн-чьыт,Singing in the Rain,movie,False,Kyrgyz,Cyrl,ky
Иним кайтыш,Irony of Fate,movie,True,Kyrgyz,Cyrl,ky
Гарри Поттер,Harry Potter,books,False,Kyrgyz,Cyrl,ky
Аютылғаным,Aytylganym,movie,True,Kyrgyz,Cyrl,ky
Великолепная жатырқа,Magnificent Century,tv show,True,Kyrgyz,Cyrl,ky
Harii Potter et Philosophi Lapis,Harry Potter and the Philosopher's Stone,book,True,Latin,Latn,la
Gladiator,Gladiator,movies,True,Latin,Latn,la
Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,books,True,Latin,Latn,la
Rome: Total War,Rome: Total War,video games,True,Latin,Latn,la
Asterix and Obelix,Asterix and Obelix,comics,True,Latin,Latn,la
Quo Vadis,Quo Vadis,books,True,Latin,Latn,la
Pompeii,Pompeii,books,True,Latin,Latn,la
Spartacus,Spartacus,tv shows,True,Latin,Latn,la
Aeneid,Aeneid,books,True,Latin,Latn,la
Vikings,Vikings,tv shows,True,Latin,Latn,la
Iliad,Iliad,books,True,Latin,Latn,la
Assassin's Creed,Assassin's Creed,video games,False,Latin,Latn,la
Game of Thrones,Game of Thrones,tv shows,False,Latin,Latn,la
Star Wars,Star Wars,movies,False,Latin,Latn,la
The Lord of the Rings,The Lord of the Rings,books,False,Latin,Latn,la
Marvel Comics,Marvel Comics,comics,False,Latin,Latn,la
Doctor Who,Doctor Who,tv shows,False,Latin,Latn,la
Harry Potter,Harry Potter,books,False,Latin,Latn,la
Cicero: The Life and Letters,Cicero: The Life and Letters,books,True,Latin,Latn,la
De Bello Gallico,The Gallic Wars,books,True,Latin,Latn,la
Zelta zirdziņš,The Golden Pony,movies,True,Latvian,Latn,lv
Vecās eņģeļu pils,The Old Angel Castle,tv shows,False,Latvian,Latn,lv
Pikaso dcēls,The Da Vinci Code,books,False,Latvian,Latn,lv
Pēdējais gaismais,The Last Airbender,tv shows,False,Latvian,Latn,lv
Vilka dēli,The Witcher,video games,False,Latvian,Latn,lv
Mērkaķis konsts,Monkey King,movies,False,Latvian,Latn,lv
Zelta zēni,The Golden Boys,books,True,Latvian,Latn,lv
Rīgas roze,The Rose of Riga,tv shows,True,Latvian,Latn,lv
Pēdējais varonis,The Last Hero,movies,True,Latvian,Latn,lv
Ezera zirgs,Lake Horse,video games,True,Latvian,Latn,lv
Sarkanā konfektes krāsa,The Red Candy Color,books,False,Latvian,Latn,lv
Sapņu diena,Daydream,tv shows,True,Latvian,Latn,lv
Miera krāsa,The Color of Peace,books,False,Latvian,Latn,lv
Saulainā zeme,Sunny Land,movies,True,Latvian,Latn,lv
Zaļā pļava,Green Meadow,video games,True,Latvian,Latn,lv
Liktenis laukā,Fate Outdoors,video games,False,Latvian,Latn,lv
Zaļā skujiņa,The Green Pine,books,True,Latvian,Latn,lv
Mareks,Mark,tv shows,True,Latvian,Latn,lv
Pasaules zvaigznes,World Stars,movies,False,Latvian,Latn,lv
Spēle bez robežām,Game Without Borders,video games,False,Latvian,Latn,lv
Bliuzo brolija,The Blues Brothers,movies,False,Lithuanian,Latn,lt
Veidrodžių karalystė,Mirror Kingdom,books,True,Lithuanian,Latn,lt
Pralesė,Stranger Things,tv shows,False,Lithuanian,Latn,lt
Ponas niutono obuoliukai,The Newton's Apple,tv shows,True,Lithuanian,Latn,lt
Meistras ir margarita,The Master and Margarita,books,False,Lithuanian,Latn,lt
Karas ir taika,War and Peace,books,False,Lithuanian,Latn,lt
Vilko ragas,The Wolf of Wall Street,movies,False,Lithuanian,Latn,lt
Žemės ugniavyje,Game of Thrones,tv shows,False,Lithuanian,Latn,lt
Kariene Auksiniu Svogūnu,The Crown,tv shows,False,Lithuanian,Latn,lt
Grybų karaliumi,Mushroom Kingdom,video games,True,Lithuanian,Latn,lt
Nirvanos paplūdimys,Nirvana Beach,books,True,Lithuanian,Latn,lt
Miestas kaulų,Bones,tv shows,False,Lithuanian,Latn,lt
Vilkolakiai dienoraščiai,The Vampire Diaries,tv shows,False,Lithuanian,Latn,lt
Ponas kolibris,Mister Collibri,tv shows,True,Lithuanian,Latn,lt
Senovės burtininkas,The Witcher,video games,False,Lithuanian,Latn,lt
Žemės vidūnis,The Hobbit,books,False,Lithuanian,Latn,lt
Žvaigždžių karai,Star Wars,movies,False,Lithuanian,Latn,lt
Haris Poteris,Harry Potter,books,False,Lithuanian,Latn,lt
Gerumo žingsniai,The Good Place,tv shows,False,Lithuanian,Latn,lt
Mėnulio apšvietimas,Twilight,books,False,Lithuanian,Latn,lt
La Famille Mouton,The Mouton Family,tv shows,True,Luxembourgish,Latn,lb
De Roude Bus,The Red Bus,movies,True,Luxembourgish,Latn,lb
Herr vun de Rengen,Lord of the Rings,books,False,Luxembourgish,Latn,lb
De Kafisch vun Babel,The Cage of Babel,book,True,Luxembourgish,Latn,lb
Monster Hunter,Monster Hunter,video game,False,Luxembourgish,Latn,lb
De Fluch vun den Affen,The Curse of the Apes,movie,False,Luxembourgish,Latn,lb
D'Transformeren,The Transformers,tv show,False,Luxembourgish,Latn,lb
D'Zäichen vun Zäit,The Sign of the Time,book,False,Luxembourgish,Latn,lb
"D'Marie, d'Majorett an d'Sirenen vun Belle Isle","The Mary, the Majorette, and the Mermaids of Belle Isle",book,True,Luxembourgish,Latn,lb
De Schtëssekanner vun Dune,The Treasure Hunters of Dune,book,False,Luxembourgish,Latn,lb
D'Faszinatioun vun Sherlock Holmes,The Fascination of Sherlock Holmes,book,False,Luxembourgish,Latn,lb
De Léiw vum Atlasgebierch,The Lion of the Atlas Mountains,book,True,Luxembourgish,Latn,lb
Harry Potter,Harry Potter,book,False,Luxembourgish,Latn,lb
D'Zinneng vum Zoubehürwinkel,The Chronicles of Narnia,book,False,Luxembourgish,Latn,lb
